duns,line_item,year,value
758580054,Current Assets,2025,
758580054,Current Assets,2024,
758580054,Current Assets,2023,
758580054,Current Assets,2022,
758580054,Current Assets,2021,-
758580054,Current Assets,2020,-
758580054,Current Assets,2019,-
758580054,Current Assets,2018,-
758580054,Current Assets,2017,-
758580054,Current Assets,2016,-
758580054,Cash and cash equivalents ($000s),2025,"$3,042"
758580054,Cash and cash equivalents ($000s),2024,"$1,665"
758580054,Cash and cash equivalents ($000s),2023,"$3,665"
758580054,Cash and cash equivalents ($000s),2022,-
758580054,Cash and cash equivalents ($000s),2021,-
758580054,Cash and cash equivalents ($000s),2020,-
758580054,Cash and cash equivalents ($000s),2019,"$2,097"
758580054,Cash and cash equivalents ($000s),2018,"$1,699"
758580054,Cash and cash equivalents ($000s),2017,"$1,451"
758580054,Cash and cash equivalents ($000s),2016,"$4,195"
758580054,Growth,2025,82.70%
758580054,Growth,2024,(54.57%)
758580054,Growth,2023,-
758580054,Growth,2022,-
758580054,Growth,2021,-
758580054,Growth,2020,-
758580054,Growth,2019,23.43%
758580054,Growth,2018,17.09%
758580054,Growth,2017,(65.41%)
758580054,Growth,2016,-
758580054,Trade receivables ($000s),2025,-
758580054,Trade receivables ($000s),2024,"$4,770"
758580054,Trade receivables ($000s),2023,"$4,087"
758580054,Trade receivables ($000s),2022,-
758580054,Trade receivables ($000s),2021,-
758580054,Trade receivables ($000s),2020,-
758580054,Trade receivables ($000s),2019,"$2,942"
758580054,Trade receivables ($000s),2018,"$3,046"
758580054,Trade receivables ($000s),2017,"$2,673"
758580054,Trade receivables ($000s),2016,"$1,896"
758580054,Other receivables ($000s),2025,"$3,833"
758580054,Other receivables ($000s),2024,-
758580054,Other receivables ($000s),2023,-
758580054,Other receivables ($000s),2022,-
758580054,Other receivables ($000s),2021,-
758580054,Other receivables ($000s),2020,-
758580054,Other receivables ($000s),2019,$92
758580054,Other receivables ($000s),2018,$92
758580054,Other receivables ($000s),2017,$92
758580054,Other receivables ($000s),2016,$124
758580054,Raw materials ($000s),2025,$0
758580054,Raw materials ($000s),2024,$0
758580054,Raw materials ($000s),2023,$0
758580054,Raw materials ($000s),2022,-
758580054,Raw materials ($000s),2021,-
758580054,Raw materials ($000s),2020,-
758580054,Raw materials ($000s),2019,$0
758580054,Raw materials ($000s),2018,"$1,779"
758580054,Raw materials ($000s),2017,"$1,912"
758580054,Raw materials ($000s),2016,"$1,169"
758580054,Work-in-progress ($000s),2025,-
758580054,Work-in-progress ($000s),2024,-
758580054,Work-in-progress ($000s),2023,-
758580054,Work-in-progress ($000s),2022,-
758580054,Work-in-progress ($000s),2021,-
758580054,Work-in-progress ($000s),2020,-
758580054,Work-in-progress ($000s),2019,$521
758580054,Work-in-progress ($000s),2018,$350
758580054,Work-in-progress ($000s),2017,$345
758580054,Work-in-progress ($000s),2016,$181
758580054,Finished goods ($000s),2025,"$4,461"
758580054,Finished goods ($000s),2024,"$3,607"
758580054,Finished goods ($000s),2023,"$3,469"
758580054,Finished goods ($000s),2022,-
758580054,Finished goods ($000s),2021,-
758580054,Finished goods ($000s),2020,-
758580054,Finished goods ($000s),2019,"$2,317"
758580054,Finished goods ($000s),2018,$0
758580054,Finished goods ($000s),2017,$0
758580054,Finished goods ($000s),2016,$0
758580054,Total inventories ($000s),2025,"$4,461"
758580054,Total inventories ($000s),2024,"$3,607"
758580054,Total inventories ($000s),2023,"$3,469"
758580054,Total inventories ($000s),2022,-
758580054,Total inventories ($000s),2021,-
758580054,Total inventories ($000s),2020,-
758580054,Total inventories ($000s),2019,"$2,837"
758580054,Total inventories ($000s),2018,"$2,130"
758580054,Total inventories ($000s),2017,"$2,257"
758580054,Total inventories ($000s),2016,"$1,349"
758580054,Prepayments ($000s),2025,-
758580054,Prepayments ($000s),2024,-
758580054,Prepayments ($000s),2023,-
758580054,Prepayments ($000s),2022,-
758580054,Prepayments ($000s),2021,-
758580054,Prepayments ($000s),2020,-
758580054,Prepayments ($000s),2019,$110
758580054,Prepayments ($000s),2018,$103
758580054,Prepayments ($000s),2017,$101
758580054,Prepayments ($000s),2016,$92
758580054,Derivative financial instruments ($000s),2025,
758580054,Derivative financial instruments ($000s),2024,
758580054,Derivative financial instruments ($000s),2023,
758580054,Derivative financial instruments ($000s),2022,
758580054,Derivative financial instruments ($000s),2021,-
758580054,Derivative financial instruments ($000s),2020,-
758580054,Derivative financial instruments ($000s),2019,-
758580054,Derivative financial instruments ($000s),2018,-
758580054,Derivative financial instruments ($000s),2017,-
758580054,Derivative financial instruments ($000s),2016,-
