duns,line_item,year,value
754097884,Current Assets,2024,
754097884,Current Assets,2023,
754097884,Current Assets,2022,
754097884,Current Assets,2021,
754097884,Current Assets,2020,-
754097884,Current Assets,2019,-
754097884,Current Assets,2018,-
754097884,Current Assets,2017,-
754097884,Current Assets,2016,-
754097884,Current Assets,2015,-
754097884,Cash and cash equivalents ($000s),2024,"$7,562"
754097884,Cash and cash equivalents ($000s),2023,"$6,745"
754097884,Cash and cash equivalents ($000s),2022,-
754097884,Cash and cash equivalents ($000s),2021,-
754097884,Cash and cash equivalents ($000s),2020,-
754097884,Cash and cash equivalents ($000s),2019,-
754097884,Cash and cash equivalents ($000s),2018,-
754097884,Cash and cash equivalents ($000s),2017,-
754097884,Cash and cash equivalents ($000s),2016,-
754097884,Cash and cash equivalents ($000s),2015,-
754097884,Growth,2024,12.11%
754097884,Growth,2023,-
754097884,Growth,2022,-
754097884,Growth,2021,-
754097884,Growth,2020,-
754097884,Growth,2019,-
754097884,Growth,2018,-
754097884,Growth,2017,-
754097884,Growth,2016,-
754097884,Growth,2015,-
754097884,Trade receivables ($000s),2024,
754097884,Trade receivables ($000s),2023,
754097884,Trade receivables ($000s),2022,
754097884,Trade receivables ($000s),2021,
754097884,Trade receivables ($000s),2020,-
754097884,Trade receivables ($000s),2019,-
754097884,Trade receivables ($000s),2018,-
754097884,Trade receivables ($000s),2017,-
754097884,Trade receivables ($000s),2016,-
754097884,Trade receivables ($000s),2015,-
754097884,Other receivables ($000s),2024,"$4,582"
754097884,Other receivables ($000s),2023,"$4,503"
754097884,Other receivables ($000s),2022,-
754097884,Other receivables ($000s),2021,-
754097884,Other receivables ($000s),2020,-
754097884,Other receivables ($000s),2019,-
754097884,Other receivables ($000s),2018,-
754097884,Other receivables ($000s),2017,-
754097884,Other receivables ($000s),2016,-
754097884,Other receivables ($000s),2015,-
754097884,Raw materials ($000s),2024,$0
754097884,Raw materials ($000s),2023,$0
754097884,Raw materials ($000s),2022,-
754097884,Raw materials ($000s),2021,-
754097884,Raw materials ($000s),2020,-
754097884,Raw materials ($000s),2019,-
754097884,Raw materials ($000s),2018,-
754097884,Raw materials ($000s),2017,-
754097884,Raw materials ($000s),2016,-
754097884,Raw materials ($000s),2015,-
754097884,Work-in-progress ($000s),2024,
754097884,Work-in-progress ($000s),2023,
754097884,Work-in-progress ($000s),2022,
754097884,Work-in-progress ($000s),2021,
754097884,Work-in-progress ($000s),2020,-
754097884,Work-in-progress ($000s),2019,-
754097884,Work-in-progress ($000s),2018,-
754097884,Work-in-progress ($000s),2017,-
754097884,Work-in-progress ($000s),2016,-
754097884,Work-in-progress ($000s),2015,-
754097884,Finished goods ($000s),2024,$0
754097884,Finished goods ($000s),2023,$0
754097884,Finished goods ($000s),2022,-
754097884,Finished goods ($000s),2021,-
754097884,Finished goods ($000s),2020,-
754097884,Finished goods ($000s),2019,-
754097884,Finished goods ($000s),2018,-
754097884,Finished goods ($000s),2017,-
754097884,Finished goods ($000s),2016,-
754097884,Finished goods ($000s),2015,-
754097884,Total inventories ($000s),2024,$0
754097884,Total inventories ($000s),2023,$0
754097884,Total inventories ($000s),2022,-
754097884,Total inventories ($000s),2021,-
754097884,Total inventories ($000s),2020,-
754097884,Total inventories ($000s),2019,-
754097884,Total inventories ($000s),2018,-
754097884,Total inventories ($000s),2017,-
754097884,Total inventories ($000s),2016,-
754097884,Total inventories ($000s),2015,-
754097884,Prepayments ($000s),2024,"$1,100"
754097884,Prepayments ($000s),2023,$944
754097884,Prepayments ($000s),2022,-
754097884,Prepayments ($000s),2021,-
754097884,Prepayments ($000s),2020,-
754097884,Prepayments ($000s),2019,-
754097884,Prepayments ($000s),2018,-
754097884,Prepayments ($000s),2017,-
754097884,Prepayments ($000s),2016,-
754097884,Prepayments ($000s),2015,-
754097884,Derivative financial instruments ($000s),2024,
754097884,Derivative financial instruments ($000s),2023,
754097884,Derivative financial instruments ($000s),2022,
754097884,Derivative financial instruments ($000s),2021,
754097884,Derivative financial instruments ($000s),2020,-
754097884,Derivative financial instruments ($000s),2019,-
754097884,Derivative financial instruments ($000s),2018,-
754097884,Derivative financial instruments ($000s),2017,-
754097884,Derivative financial instruments ($000s),2016,-
754097884,Derivative financial instruments ($000s),2015,-
754097884,Other current assets ($000s),2024,$311
754097884,Other current assets ($000s),2023,$352
754097884,Other current assets ($000s),2022,-
754097884,Other current assets ($000s),2021,-
754097884,Other current assets ($000s),2020,-
754097884,Other current assets ($000s),2019,-
754097884,Other current assets ($000s),2018,-
754097884,Other current assets ($000s),2017,-
754097884,Other current assets ($000s),2016,-
754097884,Other current assets ($000s),2015,-
754097884,Total current assets for continuing operations ($000s),2024,"$13,555"
754097884,Total current assets for continuing operations ($000s),2023,"$12,543"
754097884,Total current assets for continuing operations ($000s),2022,-
754097884,Total current assets for continuing operations ($000s),2021,-
754097884,Total current assets for continuing operations ($000s),2020,-
754097884,Total current assets for continuing operations ($000s),2019,-
754097884,Total current assets for continuing operations ($000s),2018,-
754097884,Total current assets for continuing operations ($000s),2017,-
754097884,Total current assets for continuing operations ($000s),2016,-
754097884,Total current assets for continuing operations ($000s),2015,-
754097884,Assets held for sale ($000s),2024,
754097884,Assets held for sale ($000s),2023,
754097884,Assets held for sale ($000s),2022,
754097884,Assets held for sale ($000s),2021,
754097884,Assets held for sale ($000s),2020,-
754097884,Assets held for sale ($000s),2019,-
754097884,Assets held for sale ($000s),2018,-
754097884,Assets held for sale ($000s),2017,-
754097884,Assets held for sale ($000s),2016,-
754097884,Assets held for sale ($000s),2015,-
754097884,Total current assets ($000s),2024,"$13,555"
754097884,Total current assets ($000s),2023,"$12,543"
754097884,Total current assets ($000s),2022,-
754097884,Total current assets ($000s),2021,-
754097884,Total current assets ($000s),2020,-
754097884,Total current assets ($000s),2019,-
754097884,Total current assets ($000s),2018,-
754097884,Total current assets ($000s),2017,-
754097884,Total current assets ($000s),2016,-
754097884,Total current assets ($000s),2015,-
754097884,Non-current assets,2024,
754097884,Non-current assets,2023,
754097884,Non-current assets,2022,
754097884,Non-current assets,2021,
754097884,Non-current assets,2020,-
754097884,Non-current assets,2019,-
754097884,Non-current assets,2018,-
754097884,Non-current assets,2017,-
754097884,Non-current assets,2016,-
754097884,Non-current assets,2015,-
754097884,Receivables ($000s),2024,
754097884,Receivables ($000s),2023,
754097884,Receivables ($000s),2022,
754097884,Receivables ($000s),2021,
754097884,Receivables ($000s),2020,-
754097884,Receivables ($000s),2019,-
754097884,Receivables ($000s),2018,-
754097884,Receivables ($000s),2017,-
754097884,Receivables ($000s),2016,-
754097884,Receivables ($000s),2015,-
754097884,Investments in associates ($000s),2024,$0
754097884,Investments in associates ($000s),2023,$0
754097884,Investments in associates ($000s),2022,-
754097884,Investments in associates ($000s),2021,-
754097884,Investments in associates ($000s),2020,-
754097884,Investments in associates ($000s),2019,-
754097884,Investments in associates ($000s),2018,-
754097884,Investments in associates ($000s),2017,-
754097884,Investments in associates ($000s),2016,-
754097884,Investments in associates ($000s),2015,-
754097884,Investments in subsidiaries ($000s),2024,
754097884,Investments in subsidiaries ($000s),2023,
754097884,Investments in subsidiaries ($000s),2022,
754097884,Investments in subsidiaries ($000s),2021,
754097884,Investments in subsidiaries ($000s),2020,-
754097884,Investments in subsidiaries ($000s),2019,-
754097884,Investments in subsidiaries ($000s),2018,-
754097884,Investments in subsidiaries ($000s),2017,-
754097884,Investments in subsidiaries ($000s),2016,-
754097884,Investments in subsidiaries ($000s),2015,-
754097884,Available for sale financial assets ($000s),2024,$0
754097884,Available for sale financial assets ($000s),2023,$0
754097884,Available for sale financial assets ($000s),2022,-
754097884,Available for sale financial assets ($000s),2021,-
754097884,Available for sale financial assets ($000s),2020,-
754097884,Available for sale financial assets ($000s),2019,-
754097884,Available for sale financial assets ($000s),2018,-
754097884,Available for sale financial assets ($000s),2017,-
754097884,Available for sale financial assets ($000s),2016,-
754097884,Available for sale financial assets ($000s),2015,-
754097884,"Property, plant and equipment ($000s)",2024,$126
