duns,line_item,year,value
757533864,Current Assets,2024,
757533864,Current Assets,2023,
757533864,Current Assets,2022,
757533864,Current Assets,2021,
757533864,Current Assets,2020,-
757533864,Current Assets,2019,-
757533864,Current Assets,2018,-
757533864,Current Assets,2017,-
757533864,Current Assets,2016,-
757533864,Current Assets,2015,-
757533864,Cash and cash equivalents ($000s),2024,$904
757533864,Cash and cash equivalents ($000s),2023,$981
757533864,Cash and cash equivalents ($000s),2022,-
757533864,Cash and cash equivalents ($000s),2021,"$1,403"
757533864,Cash and cash equivalents ($000s),2020,$542
757533864,Cash and cash equivalents ($000s),2019,$243
757533864,Cash and cash equivalents ($000s),2018,$230
757533864,Cash and cash equivalents ($000s),2017,$172
757533864,Cash and cash equivalents ($000s),2016,$141
757533864,Cash and cash equivalents ($000s),2015,$60
757533864,Growth,2024,(7.85%)
757533864,Growth,2023,-
757533864,Growth,2022,-
757533864,Growth,2021,158.86%
757533864,Growth,2020,123.05%
757533864,Growth,2019,5.65%
757533864,Growth,2018,33.72%
757533864,Growth,2017,21.99%
757533864,Growth,2016,135.00%
757533864,Growth,2015,-
757533864,Trade receivables ($000s),2024,"$4,997"
757533864,Trade receivables ($000s),2023,"$5,177"
757533864,Trade receivables ($000s),2022,-
757533864,Trade receivables ($000s),2021,$870
757533864,Trade receivables ($000s),2020,"$2,241"
757533864,Trade receivables ($000s),2019,$733
757533864,Trade receivables ($000s),2018,$766
757533864,Trade receivables ($000s),2017,"$2,594"
757533864,Trade receivables ($000s),2016,"$3,162"
757533864,Trade receivables ($000s),2015,"$2,393"
757533864,Other receivables ($000s),2024,$187
757533864,Other receivables ($000s),2023,$272
757533864,Other receivables ($000s),2022,-
757533864,Other receivables ($000s),2021,"$3,598"
757533864,Other receivables ($000s),2020,$455
757533864,Other receivables ($000s),2019,"$1,607"
757533864,Other receivables ($000s),2018,"$1,060"
757533864,Other receivables ($000s),2017,$131
757533864,Other receivables ($000s),2016,$96
757533864,Other receivables ($000s),2015,$86
757533864,Raw materials ($000s),2024,$0
757533864,Raw materials ($000s),2023,$0
757533864,Raw materials ($000s),2022,-
757533864,Raw materials ($000s),2021,$0
757533864,Raw materials ($000s),2020,$0
757533864,Raw materials ($000s),2019,$0
757533864,Raw materials ($000s),2018,$0
757533864,Raw materials ($000s),2017,$0
757533864,Raw materials ($000s),2016,$0
757533864,Raw materials ($000s),2015,$0
757533864,Work-in-progress ($000s),2024,
757533864,Work-in-progress ($000s),2023,
757533864,Work-in-progress ($000s),2022,
757533864,Work-in-progress ($000s),2021,
757533864,Work-in-progress ($000s),2020,-
757533864,Work-in-progress ($000s),2019,-
757533864,Work-in-progress ($000s),2018,-
757533864,Work-in-progress ($000s),2017,-
757533864,Work-in-progress ($000s),2016,-
