duns,industry_code,industry_description,is_primary
756600891,,2754,1
756600891,2754,"Commercial Printing, Gravure",1
756600891,2759,"Commercial Printing, Not Elsewhere Classified",0
756600891,6719,"Offices of Holding Companies, Not Elsewhere Classified",0
