duns,industry_code,industry_description,is_primary
754564768,,5093,1
754564768,5093,Scrap and Waste Materials,1
754564768,6719,"Offices of Holding Companies, Not Elsewhere Classified",0
754564768,7389,"Business Services, Not Elsewhere Classified",0
