duns,industry_code,industry_description,is_primary
759458214,,6719,1
759458214,6719,"Offices of Holding Companies, Not Elsewhere Classified",0
759458214,6726,"Unit Investment Trusts, Face-Amount Certificate Offices and Closed-End Management Investment Offices",0
759458214,6798,Real Estate Investment Trusts,1
