duns,industry_code,industry_description,is_primary
755878907,,3537,1
755878907,3537,"Industrial Trucks, Tractors, Trailers and Stackers",0
755878907,3713,Truck and Bus Bodies,1
755878907,3715,Truck Trailers,0
