duns,industry_code,industry_description,is_primary
746273809,,3663,1
746273809,3663,Radio and Television Broadcasting and Communications Equipment,1
746273809,3679,"Electronic Components, Not Elsewhere Classified",0
746273809,5088,"Transportation Equipment and Supplies, Except Motor Vehicles",0
746273809,7359,"Equipment Rental and Leasing, Not Elsewhere Classified",0
746273809,7378,Computer Maintenance and Repair,0
746273809,7629,"Electrical and Electronic Repair Shops, Not Elsewhere Classified",0
