duns,industry_code,industry_description,is_primary
753006485,,3433,1
753006485,3433,"Heating Equipment, Except Electric and Warm Air Furnaces",0
753006485,3523,Farm Machinery and Equipment,1
753006485,3599,"Industrial and Commercial Machinery and Equipment, Not Elsewhere Classified",0
