duns,industry_code,industry_description,is_primary
759321227,,3663,1
759321227,3663,Radio and Television Broadcasting and Communications Equipment,1
759321227,3669,"Communications Equipment, Not Elsewhere Classified",0
759321227,5065,"Electronic Parts and Equipment, Not Elsewhere Classified",0
759321227,6719,"Offices of Holding Companies, Not Elsewhere Classified",0
