duns,industry_code,industry_description,is_primary
745703447,,4725,1
745703447,4725,Tour Operators,1
745703447,6719,"Offices of Holding Companies, Not Elsewhere Classified",0
745703447,6799,"Investors, Not Elsewhere Classified",0
