duns,industry_code,industry_description,is_primary
752042333,,6211,1
752042333,6211,"Security Brokers, Dealers and Flotation Companies",1
752042333,6719,"Offices of Holding Companies, Not Elsewhere Classified",0
752042333,7389,"Business Services, Not Elsewhere Classified",0
752042333,8732,"Commercial Economic, Sociological and Educational Research",0
