duns,industry_code,industry_description,is_primary
746038145,,4213,1
746038145,4213,"Trucking, Except Local",0
746038145,4214,Local Trucking With Storage,1
746038145,4225,General Warehousing and Storage,0
746038145,4731,Arrangement of Transportation of Freight and Cargo,0
