duns,industry_code,industry_description,is_primary
744937530,,3691,1
744937530,3691,Storage Batteries,1
744937530,5063,"Electrical Apparatus and Equipment, Wiring Supplies and Construction Materials",0
744937530,6719,"Offices of Holding Companies, Not Elsewhere Classified",0
