duns,industry_code,industry_description,is_primary
754018315,,5148,1
754018315,5148,Fresh Fruits and Vegetables,0
754018315,5191,Farm Supplies,0
754018315,5193,"Flowers, Nursery Stock and Florists' Supplies",1
