duns,industry_code,industry_description,is_primary
750657066,,6282,1
750657066,6282,Investment Advice,0
750657066,6719,"Offices of Holding Companies, Not Elsewhere Classified",0
750657066,6733,"Trusts, Except Educational, Religious and Charitable",1
750657066,6798,Real Estate Investment Trusts,0
