duns,industry_code,industry_description,is_primary
753199587,,3491,1
753199587,3491,Industrial Valves,0
753199587,3494,"Valves and Pipe Fittings, Not Elsewhere Classified",0
753199587,3824,Totalising Fluid Meters and Counting Devices,1
753199587,5084,Industrial Machinery and Equipment,0
