duns,industry_code,industry_description,is_primary
759809341,,6719,1
759809341,6719,"Offices of Holding Companies, Not Elsewhere Classified",0
759809341,7371,Computer Programming Services,0
759809341,7372,Prepackaged Software,0
759809341,7374,Computer Processing and Data Preparation and Processing Services,1
