duns,industry_code,industry_description,is_primary
744103942,,6719,1
744103942,6719,"Offices of Holding Companies, Not Elsewhere Classified",0
744103942,7922,Theatrical Producers (Except Motion Picture) and Miscellaneous Theatrical Services,1
