duns,industry_code,industry_description,is_primary
759928534,,5084,1
759928534,5084,Industrial Machinery and Equipment,1
759928534,5088,"Transportation Equipment and Supplies, Except Motor Vehicles",0
759928534,7699,"Repair Shops and Related Services, Not Elsewhere Classified",0
