duns,industry_code,industry_description,is_primary
740516146,,6719,1
740516146,6719,"Offices of Holding Companies, Not Elsewhere Classified",0
740516146,8299,"Schools and Educational Services, Not Elsewhere Classified",0
740516146,8741,Management Services,1
