duns,industry_code,industry_description,is_primary
759941685,,6719,1
759941685,6719,"Offices of Holding Companies, Not Elsewhere Classified",0
759941685,7389,"Business Services, Not Elsewhere Classified",0
759941685,8711,Engineering Services,0
759941685,8713,Surveying Services,1
759941685,8742,Management Consulting Services,0
