duns,industry_code,industry_description,is_primary
748108313,,5064,1
748108313,5064,"Electrical Appliances, Television and Radio Sets",1
748108313,5087,Service Establishment Equipment and Supplies,0
748108313,5122,"Drugs, Drug Proprietaries and Druggists' Sundries",0
748108313,5999,"Miscellaneous Retail Stores, Not Elsewhere Classified",0
