duns,industry_code,industry_description,is_primary
752249698,,4491,1
752249698,4491,Marine Cargo Handling,0
752249698,4731,Arrangement of Transportation of Freight and Cargo,1
752249698,6719,"Offices of Holding Companies, Not Elsewhere Classified",0
