duns,industry_code,industry_description,is_primary
758676258,,5812,1
758676258,5812,Eating Places,0
758676258,5813,Drinking Places (Alcoholic Beverages),0
758676258,6512,Operators of Nonresidential Buildings,0
758676258,6719,"Offices of Holding Companies, Not Elsewhere Classified",0
758676258,6799,"Investors, Not Elsewhere Classified",0
758676258,7011,Hotels and Motels,1
