duns,industry_code,industry_description,is_primary
754172377,,6719,1
754172377,6719,"Offices of Holding Companies, Not Elsewhere Classified",0
754172377,7361,Employment Agencies,0
754172377,8249,"Vocational Schools, Not Elsewhere Classified",0
754172377,8399,"Social Services, Not Elsewhere Classified",1
