duns,industry_code,industry_description,is_primary
754146587,,3532,1
754146587,3532,"Mining Machinery and Equipment, Except Oil and Gas Field Machinery and Equipment",1
754146587,7373,Computer Integrated Systems Design,0
754146587,7379,"Computer Related Services, Not Elsewhere Classified",0
