duns,industry_code,industry_description,is_primary
740039581,,6719,1
740039581,6719,"Offices of Holding Companies, Not Elsewhere Classified",0
740039581,7389,"Business Services, Not Elsewhere Classified",1
740039581,8741,Management Services,0
