duns,industry_code,industry_description,is_primary
746473631,,3812,1
746473631,3812,"Search, Detection, Navigation, Guidance, Aeronautical and Nautical Systems and Instruments",1
746473631,6719,"Offices of Holding Companies, Not Elsewhere Classified",0
