duns,industry_code,industry_description,is_primary
751979480,,6719,1
751979480,6719,"Offices of Holding Companies, Not Elsewhere Classified",0
751979480,6722,"Management Investment Offices, Open-End",0
751979480,7379,"Computer Related Services, Not Elsewhere Classified",1
