duns,industry_code,industry_description,is_primary
759263721,,5063,1
759263721,5063,"Electrical Apparatus and Equipment, Wiring Supplies and Construction Materials",0
759263721,5065,"Electronic Parts and Equipment, Not Elsewhere Classified",1
759263721,5999,"Miscellaneous Retail Stores, Not Elsewhere Classified",0
