duns,industry_code,industry_description,is_primary
753955942,,7311,1
753955942,7311,Advertising Agencies,0
753955942,7372,Prepackaged Software,1
753955942,7379,"Computer Related Services, Not Elsewhere Classified",0
753955942,7389,"Business Services, Not Elsewhere Classified",0
