duns,industry_code,industry_description,is_primary
753568091,,6282,1
753568091,6282,Investment Advice,0
753568091,6719,"Offices of Holding Companies, Not Elsewhere Classified",0
753568091,7389,"Business Services, Not Elsewhere Classified",1
