duns,industry_code,industry_description,is_primary
744794881,,4449,1
744794881,4449,"Water Transportation of Freight, Not Elsewhere Classified",0
744794881,4941,Water Supply,1
744794881,6719,"Offices of Holding Companies, Not Elsewhere Classified",0
