duns,industry_code,industry_description,is_primary
753317684,,4214,1
753317684,4214,Local Trucking With Storage,1
753317684,6719,"Offices of Holding Companies, Not Elsewhere Classified",0
753317684,6733,"Trusts, Except Educational, Religious and Charitable",0
