duns,industry_code,industry_description,is_primary
751312554,,6081,1
751312554,6081,Branches and Agencies of Foreign Banks,0
751312554,6211,"Security Brokers, Dealers and Flotation Companies",1
751312554,6719,"Offices of Holding Companies, Not Elsewhere Classified",0
