duns,line_item,year,value
747988454,Revenue from continuing operations ($000s),2024,"$36,603"
747988454,Revenue from continuing operations ($000s),2023,-
747988454,Revenue from continuing operations ($000s),2022,"$33,542"
747988454,Revenue from continuing operations ($000s),2021,"$36,121"
747988454,Revenue from continuing operations ($000s),2020,"$36,948"
747988454,Revenue from continuing operations ($000s),2019,"$38,554"
747988454,Revenue from continuing operations ($000s),2018,"$40,695"
747988454,Revenue from continuing operations ($000s),2017,"$40,429"
747988454,Revenue from continuing operations ($000s),2016,"$41,113"
747988454,Revenue from continuing operations ($000s),2015,"$38,462"
747988454,Growth,2024,-
747988454,Growth,2023,-
747988454,Growth,2022,(7.14%)
747988454,Growth,2021,(2.24%)
747988454,Growth,2020,(4.17%)
747988454,Growth,2019,(5.26%)
747988454,Growth,2018,0.66%
747988454,Growth,2017,(1.66%)
747988454,Growth,2016,6.89%
747988454,Growth,2015,-
747988454,Cost of sales ($000s),2024,$0
747988454,Cost of sales ($000s),2023,-
747988454,Cost of sales ($000s),2022,$0
747988454,Cost of sales ($000s),2021,$0
747988454,Cost of sales ($000s),2020,$0
747988454,Cost of sales ($000s),2019,$0
747988454,Cost of sales ($000s),2018,$0
747988454,Cost of sales ($000s),2017,$0
747988454,Cost of sales ($000s),2016,$0
747988454,Cost of sales ($000s),2015,$0
747988454,Gross profit ($000s),2024,
747988454,Gross profit ($000s),2023,
747988454,Gross profit ($000s),2022,
747988454,Gross profit ($000s),2021,
747988454,Gross profit ($000s),2020,-
747988454,Gross profit ($000s),2019,-
747988454,Gross profit ($000s),2018,-
747988454,Gross profit ($000s),2017,-
747988454,Gross profit ($000s),2016,-
747988454,Gross profit ($000s),2015,-
747988454,Other income ($000s),2024,-
747988454,Other income ($000s),2023,-
747988454,Other income ($000s),2022,-
747988454,Other income ($000s),2021,-
747988454,Other income ($000s),2020,-
747988454,Other income ($000s),2019,$468
747988454,Other income ($000s),2018,$344
747988454,Other income ($000s),2017,"$2,247"
747988454,Other income ($000s),2016,$358
747988454,Other income ($000s),2015,-
747988454,Administrative expenses ($000s),2024,-
747988454,Administrative expenses ($000s),2023,-
747988454,Administrative expenses ($000s),2022,-
747988454,Administrative expenses ($000s),2021,-
747988454,Administrative expenses ($000s),2020,"($20,076)"
747988454,Administrative expenses ($000s),2019,"($20,650)"
747988454,Administrative expenses ($000s),2018,"($21,431)"
747988454,Administrative expenses ($000s),2017,"($22,061)"
747988454,Administrative expenses ($000s),2016,"($17,930)"
747988454,Administrative expenses ($000s),2015,"($16,189)"
747988454,Finance costs ($000s),2024,($119)
747988454,Finance costs ($000s),2023,-
747988454,Finance costs ($000s),2022,$0
747988454,Finance costs ($000s),2021,$0
747988454,Finance costs ($000s),2020,$0
747988454,Finance costs ($000s),2019,$0
747988454,Finance costs ($000s),2018,$0
747988454,Finance costs ($000s),2017,$0
747988454,Finance costs ($000s),2016,$0
747988454,Finance costs ($000s),2015,$0
747988454,Share of associate profits/(losses) ($000s),2024,
747988454,Share of associate profits/(losses) ($000s),2023,
747988454,Share of associate profits/(losses) ($000s),2022,
747988454,Share of associate profits/(losses) ($000s),2021,
747988454,Share of associate profits/(losses) ($000s),2020,-
747988454,Share of associate profits/(losses) ($000s),2019,-
747988454,Share of associate profits/(losses) ($000s),2018,-
747988454,Share of associate profits/(losses) ($000s),2017,-
747988454,Share of associate profits/(losses) ($000s),2016,-
747988454,Share of associate profits/(losses) ($000s),2015,-
747988454,Profit/(loss) from continuing operations before income tax ($000s),2024,"$1,132"
747988454,Profit/(loss) from continuing operations before income tax ($000s),2023,-
747988454,Profit/(loss) from continuing operations before income tax ($000s),2022,$444
747988454,Profit/(loss) from continuing operations before income tax ($000s),2021,($144)
747988454,Profit/(loss) from continuing operations before income tax ($000s),2020,"($5,354)"
747988454,Profit/(loss) from continuing operations before income tax ($000s),2019,"($5,495)"
747988454,Profit/(loss) from continuing operations before income tax ($000s),2018,"($3,155)"
747988454,Profit/(loss) from continuing operations before income tax ($000s),2017,"$2,566"
747988454,Profit/(loss) from continuing operations before income tax ($000s),2016,"$6,224"
747988454,Profit/(loss) from continuing operations before income tax ($000s),2015,"$6,342"
747988454,Income tax expense ($000s),2024,
747988454,Income tax expense ($000s),2023,
747988454,Income tax expense ($000s),2022,
747988454,Income tax expense ($000s),2021,
747988454,Income tax expense ($000s),2020,-
747988454,Income tax expense ($000s),2019,-
747988454,Income tax expense ($000s),2018,-
747988454,Income tax expense ($000s),2017,-
747988454,Income tax expense ($000s),2016,-
747988454,Income tax expense ($000s),2015,-
747988454,Profit from continuing operations after income tax ($000s),2024,"$1,132"
747988454,Profit from continuing operations after income tax ($000s),2023,-
747988454,Profit from continuing operations after income tax ($000s),2022,$444
747988454,Profit from continuing operations after income tax ($000s),2021,($144)
