duns,line_item,year,value
745811468,Revenue from continuing operations ($000s),2024,"$35,221"
745811468,Revenue from continuing operations ($000s),2023,"$57,014"
745811468,Revenue from continuing operations ($000s),2022,"$64,556"
745811468,Revenue from continuing operations ($000s),2021,"$39,052"
745811468,Revenue from continuing operations ($000s),2020,"$44,909"
745811468,Revenue from continuing operations ($000s),2019,"$45,314"
745811468,Revenue from continuing operations ($000s),2018,"$52,040"
745811468,Revenue from continuing operations ($000s),2017,"$50,343"
745811468,Revenue from continuing operations ($000s),2016,"$38,447"
745811468,Revenue from continuing operations ($000s),2015,"$44,962"
745811468,Growth,2024,(38.22%)
745811468,Growth,2023,(11.68%)
745811468,Growth,2022,65.31%
745811468,Growth,2021,(13.04%)
745811468,Growth,2020,(0.89%)
745811468,Growth,2019,(12.92%)
745811468,Growth,2018,3.37%
745811468,Growth,2017,30.94%
745811468,Growth,2016,(14.49%)
745811468,Growth,2015,-
745811468,Cost of sales ($000s),2024,"($14,494)"
745811468,Cost of sales ($000s),2023,"($38,765)"
745811468,Cost of sales ($000s),2022,"($51,764)"
745811468,Cost of sales ($000s),2021,"($23,901)"
745811468,Cost of sales ($000s),2020,"($27,846)"
745811468,Cost of sales ($000s),2019,"($25,647)"
745811468,Cost of sales ($000s),2018,"($32,946)"
745811468,Cost of sales ($000s),2017,"($32,976)"
745811468,Cost of sales ($000s),2016,"($21,550)"
745811468,Cost of sales ($000s),2015,"($29,036)"
745811468,Gross profit ($000s),2024,"$20,726"
745811468,Gross profit ($000s),2023,"$18,249"
745811468,Gross profit ($000s),2022,"$12,792"
745811468,Gross profit ($000s),2021,"$15,151"
745811468,Gross profit ($000s),2020,"$17,063"
745811468,Gross profit ($000s),2019,"$19,667"
745811468,Gross profit ($000s),2018,"$19,094"
745811468,Gross profit ($000s),2017,"$17,367"
745811468,Gross profit ($000s),2016,"$16,897"
745811468,Gross profit ($000s),2015,"$15,926"
745811468,Other income ($000s),2024,-
745811468,Other income ($000s),2023,$32
745811468,Other income ($000s),2022,$16
745811468,Other income ($000s),2021,-
745811468,Other income ($000s),2020,$23
745811468,Other income ($000s),2019,$117
745811468,Other income ($000s),2018,$545
745811468,Other income ($000s),2017,$533
745811468,Other income ($000s),2016,$540
745811468,Other income ($000s),2015,$534
745811468,Administrative expenses ($000s),2024,
745811468,Administrative expenses ($000s),2023,
745811468,Administrative expenses ($000s),2022,
745811468,Administrative expenses ($000s),2021,
745811468,Administrative expenses ($000s),2020,-
745811468,Administrative expenses ($000s),2019,-
745811468,Administrative expenses ($000s),2018,-
745811468,Administrative expenses ($000s),2017,-
745811468,Administrative expenses ($000s),2016,-
745811468,Administrative expenses ($000s),2015,-
745811468,Finance costs ($000s),2024,$0
745811468,Finance costs ($000s),2023,"($1,979)"
745811468,Finance costs ($000s),2022,"($1,299)"
745811468,Finance costs ($000s),2021,$0
745811468,Finance costs ($000s),2020,($815)
745811468,Finance costs ($000s),2019,"($1,479)"
745811468,Finance costs ($000s),2018,"($1,472)"
745811468,Finance costs ($000s),2017,"($1,682)"
745811468,Finance costs ($000s),2016,"($1,874)"
745811468,Finance costs ($000s),2015,"($1,954)"
745811468,Share of associate profits/(losses) ($000s),2024,
745811468,Share of associate profits/(losses) ($000s),2023,
745811468,Share of associate profits/(losses) ($000s),2022,
745811468,Share of associate profits/(losses) ($000s),2021,
745811468,Share of associate profits/(losses) ($000s),2020,-
745811468,Share of associate profits/(losses) ($000s),2019,-
745811468,Share of associate profits/(losses) ($000s),2018,-
745811468,Share of associate profits/(losses) ($000s),2017,-
745811468,Share of associate profits/(losses) ($000s),2016,-
745811468,Share of associate profits/(losses) ($000s),2015,-
745811468,Profit/(loss) from continuing operations before income tax ($000s),2024,"$3,802"
745811468,Profit/(loss) from continuing operations before income tax ($000s),2023,"$2,705"
745811468,Profit/(loss) from continuing operations before income tax ($000s),2022,"($3,796)"
745811468,Profit/(loss) from continuing operations before income tax ($000s),2021,$777
745811468,Profit/(loss) from continuing operations before income tax ($000s),2020,"$1,920"
745811468,Profit/(loss) from continuing operations before income tax ($000s),2019,"$4,461"
745811468,Profit/(loss) from continuing operations before income tax ($000s),2018,"$3,974"
745811468,Profit/(loss) from continuing operations before income tax ($000s),2017,"$2,573"
745811468,Profit/(loss) from continuing operations before income tax ($000s),2016,"$2,529"
