duns,line_item,year,value
751707175,Revenue from continuing operations ($000s),2024,"$32,148"
751707175,Revenue from continuing operations ($000s),2023,"$27,855"
751707175,Revenue from continuing operations ($000s),2022,"$23,958"
751707175,Revenue from continuing operations ($000s),2021,"$22,911"
751707175,Revenue from continuing operations ($000s),2020,"$44,133"
751707175,Revenue from continuing operations ($000s),2019,"$35,921"
751707175,Revenue from continuing operations ($000s),2018,"$61,386"
751707175,Revenue from continuing operations ($000s),2017,"$152,152"
751707175,Revenue from continuing operations ($000s),2016,"$93,659"
751707175,Revenue from continuing operations ($000s),2015,-
751707175,Growth,2024,15.41%
751707175,Growth,2023,16.27%
751707175,Growth,2022,4.57%
751707175,Growth,2021,(48.09%)
751707175,Growth,2020,22.86%
751707175,Growth,2019,(41.48%)
751707175,Growth,2018,(59.65%)
751707175,Growth,2017,62.45%
751707175,Growth,2016,-
751707175,Growth,2015,-
751707175,Cost of sales ($000s),2024,$0
751707175,Cost of sales ($000s),2023,$0
751707175,Cost of sales ($000s),2022,$0
751707175,Cost of sales ($000s),2021,$0
751707175,Cost of sales ($000s),2020,$0
751707175,Cost of sales ($000s),2019,$0
751707175,Cost of sales ($000s),2018,$0
751707175,Cost of sales ($000s),2017,$0
751707175,Cost of sales ($000s),2016,$0
751707175,Cost of sales ($000s),2015,-
751707175,Gross profit ($000s),2024,
751707175,Gross profit ($000s),2023,
751707175,Gross profit ($000s),2022,
751707175,Gross profit ($000s),2021,
751707175,Gross profit ($000s),2020,-
751707175,Gross profit ($000s),2019,-
751707175,Gross profit ($000s),2018,-
751707175,Gross profit ($000s),2017,-
751707175,Gross profit ($000s),2016,-
751707175,Gross profit ($000s),2015,-
751707175,Other income ($000s),2024,"$15,647"
751707175,Other income ($000s),2023,"$35,854"
751707175,Other income ($000s),2022,"$30,693"
751707175,Other income ($000s),2021,-
751707175,Other income ($000s),2020,-
751707175,Other income ($000s),2019,"$15,305"
751707175,Other income ($000s),2018,-
751707175,Other income ($000s),2017,-
751707175,Other income ($000s),2016,-
751707175,Other income ($000s),2015,-
751707175,Administrative expenses ($000s),2024,"($1,300)"
751707175,Administrative expenses ($000s),2023,-
751707175,Administrative expenses ($000s),2022,"($1,146)"
751707175,Administrative expenses ($000s),2021,-
751707175,Administrative expenses ($000s),2020,"($1,284)"
751707175,Administrative expenses ($000s),2019,"($11,225)"
751707175,Administrative expenses ($000s),2018,"($11,191)"
751707175,Administrative expenses ($000s),2017,"($7,081)"
751707175,Administrative expenses ($000s),2016,"($7,114)"
751707175,Administrative expenses ($000s),2015,-
751707175,Finance costs ($000s),2024,"($19,441)"
751707175,Finance costs ($000s),2023,"($13,134)"
751707175,Finance costs ($000s),2022,"($8,724)"
751707175,Finance costs ($000s),2021,"($11,081)"
751707175,Finance costs ($000s),2020,"($16,197)"
751707175,Finance costs ($000s),2019,"($22,164)"
751707175,Finance costs ($000s),2018,"($18,551)"
751707175,Finance costs ($000s),2017,"($30,731)"
751707175,Finance costs ($000s),2016,"($16,911)"
751707175,Finance costs ($000s),2015,-
751707175,Share of associate profits/(losses) ($000s),2024,
751707175,Share of associate profits/(losses) ($000s),2023,
751707175,Share of associate profits/(losses) ($000s),2022,
