duns,line_item,year,value
755109444,Revenue from continuing operations ($000s),2023,"$36,888"
755109444,Revenue from continuing operations ($000s),2022,"$29,516"
755109444,Revenue from continuing operations ($000s),2021,"$23,647"
755109444,Revenue from continuing operations ($000s),2020,"$39,527"
755109444,Revenue from continuing operations ($000s),2019,"$54,335"
755109444,Revenue from continuing operations ($000s),2018,"$60,409"
755109444,Revenue from continuing operations ($000s),2017,"$63,915"
755109444,Revenue from continuing operations ($000s),2016,"$55,600"
755109444,Revenue from continuing operations ($000s),2015,"$41,080"
755109444,Revenue from continuing operations ($000s),2014,"$24,425"
755109444,Growth,2023,24.98%
755109444,Growth,2022,24.82%
755109444,Growth,2021,(40.18%)
755109444,Growth,2020,(27.25%)
755109444,Growth,2019,(10.05%)
755109444,Growth,2018,(5.49%)
755109444,Growth,2017,14.96%
755109444,Growth,2016,35.35%
755109444,Growth,2015,68.19%
755109444,Growth,2014,-
755109444,Cost of sales ($000s),2023,"($24,242)"
755109444,Cost of sales ($000s),2022,"($18,653)"
755109444,Cost of sales ($000s),2021,"($12,681)"
755109444,Cost of sales ($000s),2020,"($26,860)"
755109444,Cost of sales ($000s),2019,"($34,643)"
755109444,Cost of sales ($000s),2018,"($38,105)"
755109444,Cost of sales ($000s),2017,"($38,455)"
755109444,Cost of sales ($000s),2016,"($36,089)"
755109444,Cost of sales ($000s),2015,"($26,851)"
755109444,Cost of sales ($000s),2014,"($16,497)"
755109444,Gross profit ($000s),2023,"$12,647"
755109444,Gross profit ($000s),2022,"$10,863"
755109444,Gross profit ($000s),2021,"$10,966"
755109444,Gross profit ($000s),2020,"$12,667"
755109444,Gross profit ($000s),2019,"$19,692"
755109444,Gross profit ($000s),2018,"$22,304"
755109444,Gross profit ($000s),2017,"$25,460"
755109444,Gross profit ($000s),2016,"$19,511"
755109444,Gross profit ($000s),2015,"$14,228"
755109444,Gross profit ($000s),2014,"$7,928"
755109444,Other income ($000s),2023,$21
755109444,Other income ($000s),2022,$11
755109444,Other income ($000s),2021,$722
755109444,Other income ($000s),2020,"$2,010"
755109444,Other income ($000s),2019,$586
755109444,Other income ($000s),2018,"$1,252"
755109444,Other income ($000s),2017,$706
755109444,Other income ($000s),2016,$845
755109444,Other income ($000s),2015,"$1,489"
755109444,Other income ($000s),2014,$469
755109444,Administrative expenses ($000s),2023,"($8,452)"
755109444,Administrative expenses ($000s),2022,"($9,060)"
755109444,Administrative expenses ($000s),2021,"($8,416)"
755109444,Administrative expenses ($000s),2020,"($9,800)"
755109444,Administrative expenses ($000s),2019,"($11,519)"
755109444,Administrative expenses ($000s),2018,"($11,880)"
755109444,Administrative expenses ($000s),2017,"($10,155)"
755109444,Administrative expenses ($000s),2016,"($8,600)"
755109444,Administrative expenses ($000s),2015,"($7,908)"
755109444,Administrative expenses ($000s),2014,"($5,625)"
755109444,Finance costs ($000s),2023,($35)
755109444,Finance costs ($000s),2022,($29)
755109444,Finance costs ($000s),2021,($66)
755109444,Finance costs ($000s),2020,($11)
755109444,Finance costs ($000s),2019,($58)
755109444,Finance costs ($000s),2018,($109)
755109444,Finance costs ($000s),2017,($95)
755109444,Finance costs ($000s),2016,($106)
755109444,Finance costs ($000s),2015,($121)
755109444,Finance costs ($000s),2014,($101)
755109444,Share of associate profits/(losses) ($000s),2023,
755109444,Share of associate profits/(losses) ($000s),2022,
755109444,Share of associate profits/(losses) ($000s),2021,
755109444,Share of associate profits/(losses) ($000s),2020,
755109444,Share of associate profits/(losses) ($000s),2019,-
755109444,Share of associate profits/(losses) ($000s),2018,-
755109444,Share of associate profits/(losses) ($000s),2017,-
755109444,Share of associate profits/(losses) ($000s),2016,-
755109444,Share of associate profits/(losses) ($000s),2015,-
755109444,Share of associate profits/(losses) ($000s),2014,-
755109444,Profit/(loss) from continuing operations before income tax ($000s),2023,$498
