duns,line_item,year,value
750817025,Revenue from continuing operations ($000s),2023,"$34,750"
750817025,Revenue from continuing operations ($000s),2022,"$29,705"
750817025,Revenue from continuing operations ($000s),2021,"$18,953"
750817025,Revenue from continuing operations ($000s),2020,"$23,720"
750817025,Revenue from continuing operations ($000s),2019,"$58,003"
750817025,Revenue from continuing operations ($000s),2018,"$58,997"
750817025,Revenue from continuing operations ($000s),2017,"$50,653"
750817025,Revenue from continuing operations ($000s),2016,"$50,871"
750817025,Revenue from continuing operations ($000s),2015,"$49,294"
750817025,Revenue from continuing operations ($000s),2014,"$40,624"
750817025,Growth,2023,16.98%
750817025,Growth,2022,56.73%
750817025,Growth,2021,(20.10%)
750817025,Growth,2020,(59.11%)
750817025,Growth,2019,(1.68%)
750817025,Growth,2018,16.47%
750817025,Growth,2017,(0.43%)
750817025,Growth,2016,3.20%
750817025,Growth,2015,21.34%
750817025,Growth,2014,-
750817025,Cost of sales ($000s),2023,$0
750817025,Cost of sales ($000s),2022,$0
750817025,Cost of sales ($000s),2021,$0
750817025,Cost of sales ($000s),2020,$0
750817025,Cost of sales ($000s),2019,$0
750817025,Cost of sales ($000s),2018,$0
750817025,Cost of sales ($000s),2017,$0
750817025,Cost of sales ($000s),2016,$0
750817025,Cost of sales ($000s),2015,$0
750817025,Cost of sales ($000s),2014,$0
750817025,Gross profit ($000s),2023,
750817025,Gross profit ($000s),2022,
750817025,Gross profit ($000s),2021,
750817025,Gross profit ($000s),2020,
750817025,Gross profit ($000s),2019,-
750817025,Gross profit ($000s),2018,-
750817025,Gross profit ($000s),2017,-
750817025,Gross profit ($000s),2016,-
750817025,Gross profit ($000s),2015,-
750817025,Gross profit ($000s),2014,-
750817025,Other income ($000s),2023,-
750817025,Other income ($000s),2022,$976
750817025,Other income ($000s),2021,$251
750817025,Other income ($000s),2020,-
750817025,Other income ($000s),2019,-
750817025,Other income ($000s),2018,-
750817025,Other income ($000s),2017,-
750817025,Other income ($000s),2016,-
750817025,Other income ($000s),2015,-
750817025,Other income ($000s),2014,-
750817025,Administrative expenses ($000s),2023,-
750817025,Administrative expenses ($000s),2022,-
750817025,Administrative expenses ($000s),2021,-
750817025,Administrative expenses ($000s),2020,-
750817025,Administrative expenses ($000s),2019,"($27,320)"
750817025,Administrative expenses ($000s),2018,"($24,249)"
750817025,Administrative expenses ($000s),2017,"($18,258)"
750817025,Administrative expenses ($000s),2016,"($18,185)"
750817025,Administrative expenses ($000s),2015,"($19,234)"
750817025,Administrative expenses ($000s),2014,"($13,209)"
750817025,Finance costs ($000s),2023,($331)
750817025,Finance costs ($000s),2022,($400)
750817025,Finance costs ($000s),2021,($420)
750817025,Finance costs ($000s),2020,($393)
750817025,Finance costs ($000s),2019,($439)
750817025,Finance costs ($000s),2018,$0
750817025,Finance costs ($000s),2017,$0
750817025,Finance costs ($000s),2016,$0
750817025,Finance costs ($000s),2015,$0
750817025,Finance costs ($000s),2014,$0
750817025,Share of associate profits/(losses) ($000s),2023,
750817025,Share of associate profits/(losses) ($000s),2022,
750817025,Share of associate profits/(losses) ($000s),2021,
750817025,Share of associate profits/(losses) ($000s),2020,
750817025,Share of associate profits/(losses) ($000s),2019,-
750817025,Share of associate profits/(losses) ($000s),2018,-
750817025,Share of associate profits/(losses) ($000s),2017,-
750817025,Share of associate profits/(losses) ($000s),2016,-
750817025,Share of associate profits/(losses) ($000s),2015,-
750817025,Share of associate profits/(losses) ($000s),2014,-
750817025,Profit/(loss) from continuing operations before income tax ($000s),2023,"$2,170"
750817025,Profit/(loss) from continuing operations before income tax ($000s),2022,"$1,297"
750817025,Profit/(loss) from continuing operations before income tax ($000s),2021,($119)
750817025,Profit/(loss) from continuing operations before income tax ($000s),2020,$387
750817025,Profit/(loss) from continuing operations before income tax ($000s),2019,"$2,731"
750817025,Profit/(loss) from continuing operations before income tax ($000s),2018,"$5,319"
750817025,Profit/(loss) from continuing operations before income tax ($000s),2017,"$4,456"
750817025,Profit/(loss) from continuing operations before income tax ($000s),2016,"$4,526"
750817025,Profit/(loss) from continuing operations before income tax ($000s),2015,"$4,373"
750817025,Profit/(loss) from continuing operations before income tax ($000s),2014,"$4,321"
750817025,Income tax expense ($000s),2023,($840)
750817025,Income tax expense ($000s),2022,"$1,869"
750817025,Income tax expense ($000s),2021,$587
750817025,Income tax expense ($000s),2020,($118)
750817025,Income tax expense ($000s),2019,($745)
750817025,Income tax expense ($000s),2018,"($1,464)"
750817025,Income tax expense ($000s),2017,"($1,361)"
750817025,Income tax expense ($000s),2016,"($1,432)"
750817025,Income tax expense ($000s),2015,"($1,342)"
750817025,Income tax expense ($000s),2014,"($1,347)"
750817025,Profit from continuing operations after income tax ($000s),2023,"$1,330"
750817025,Profit from continuing operations after income tax ($000s),2022,"$3,166"
750817025,Profit from continuing operations after income tax ($000s),2021,$468
750817025,Profit from continuing operations after income tax ($000s),2020,$269
750817025,Profit from continuing operations after income tax ($000s),2019,"$1,986"
750817025,Profit from continuing operations after income tax ($000s),2018,"$3,855"
750817025,Profit from continuing operations after income tax ($000s),2017,"$3,095"
750817025,Profit from continuing operations after income tax ($000s),2016,"$3,094"
750817025,Profit from continuing operations after income tax ($000s),2015,"$3,031"
750817025,Profit from continuing operations after income tax ($000s),2014,"$2,974"
750817025,Profit/(loss) from discontinued operations after tax ($000s),2023,
750817025,Profit/(loss) from discontinued operations after tax ($000s),2022,
750817025,Profit/(loss) from discontinued operations after tax ($000s),2021,
750817025,Profit/(loss) from discontinued operations after tax ($000s),2020,
750817025,Profit/(loss) from discontinued operations after tax ($000s),2019,-
750817025,Profit/(loss) from discontinued operations after tax ($000s),2018,-
750817025,Profit/(loss) from discontinued operations after tax ($000s),2017,-
750817025,Profit/(loss) from discontinued operations after tax ($000s),2016,-
750817025,Profit/(loss) from discontinued operations after tax ($000s),2015,-
750817025,Profit/(loss) from discontinued operations after tax ($000s),2014,-
750817025,Profit/(loss) from restructuring activites after tax ($000s),2023,
750817025,Profit/(loss) from restructuring activites after tax ($000s),2022,
750817025,Profit/(loss) from restructuring activites after tax ($000s),2021,
750817025,Profit/(loss) from restructuring activites after tax ($000s),2020,
750817025,Profit/(loss) from restructuring activites after tax ($000s),2019,-
750817025,Profit/(loss) from restructuring activites after tax ($000s),2018,-
750817025,Profit/(loss) from restructuring activites after tax ($000s),2017,-
750817025,Profit/(loss) from restructuring activites after tax ($000s),2016,-
750817025,Profit/(loss) from restructuring activites after tax ($000s),2015,-
750817025,Profit/(loss) from restructuring activites after tax ($000s),2014,-
750817025,"Profit/(loss) from disposals of property, plant and equipment after tax ($000s)",2023,
750817025,"Profit/(loss) from disposals of property, plant and equipment after tax ($000s)",2022,
750817025,"Profit/(loss) from disposals of property, plant and equipment after tax ($000s)",2021,
750817025,"Profit/(loss) from disposals of property, plant and equipment after tax ($000s)",2020,
750817025,"Profit/(loss) from disposals of property, plant and equipment after tax ($000s)",2019,-
750817025,"Profit/(loss) from disposals of property, plant and equipment after tax ($000s)",2018,-
750817025,"Profit/(loss) from disposals of property, plant and equipment after tax ($000s)",2017,-
750817025,"Profit/(loss) from disposals of property, plant and equipment after tax ($000s)",2016,-
750817025,"Profit/(loss) from disposals of property, plant and equipment after tax ($000s)",2015,-
750817025,"Profit/(loss) from disposals of property, plant and equipment after tax ($000s)",2014,-
750817025,Profit/(loss) from disposals of investments after tax ($000s),2023,
750817025,Profit/(loss) from disposals of investments after tax ($000s),2022,
750817025,Profit/(loss) from disposals of investments after tax ($000s),2021,
750817025,Profit/(loss) from disposals of investments after tax ($000s),2020,
750817025,Profit/(loss) from disposals of investments after tax ($000s),2019,-
750817025,Profit/(loss) from disposals of investments after tax ($000s),2018,-
750817025,Profit/(loss) from disposals of investments after tax ($000s),2017,-
750817025,Profit/(loss) from disposals of investments after tax ($000s),2016,-
750817025,Profit/(loss) from disposals of investments after tax ($000s),2015,-
750817025,Profit/(loss) from disposals of investments after tax ($000s),2014,-
750817025,Net profit for the period ($000s),2023,"$1,330"
750817025,Net profit for the period ($000s),2022,"$3,166"
750817025,Net profit for the period ($000s),2021,$468
750817025,Net profit for the period ($000s),2020,$269
750817025,Net profit for the period ($000s),2019,"$1,986"
750817025,Net profit for the period ($000s),2018,"$3,855"
750817025,Net profit for the period ($000s),2017,"$3,095"
750817025,Net profit for the period ($000s),2016,"$3,094"
750817025,Net profit for the period ($000s),2015,"$3,031"
750817025,Net profit for the period ($000s),2014,"$2,974"
750817025,Attributable To:,2023,
750817025,Attributable To:,2022,
750817025,Attributable To:,2021,
750817025,Attributable To:,2020,
750817025,Attributable To:,2019,-
750817025,Attributable To:,2018,-
750817025,Attributable To:,2017,-
750817025,Attributable To:,2016,-
750817025,Attributable To:,2015,-
750817025,Attributable To:,2014,-
750817025,Minority interest ($000s),2023,
750817025,Minority interest ($000s),2022,
750817025,Minority interest ($000s),2021,
750817025,Minority interest ($000s),2020,
750817025,Minority interest ($000s),2019,-
750817025,Minority interest ($000s),2018,-
750817025,Minority interest ($000s),2017,-
750817025,Minority interest ($000s),2016,-
750817025,Minority interest ($000s),2015,-
750817025,Minority interest ($000s),2014,-
750817025,Members of the parent ($000s),2023,"$1,330"
750817025,Members of the parent ($000s),2022,-
750817025,Members of the parent ($000s),2021,-
750817025,Members of the parent ($000s),2020,$269
750817025,Members of the parent ($000s),2019,"$1,986"
750817025,Members of the parent ($000s),2018,"$3,855"
750817025,Members of the parent ($000s),2017,"$3,095"
750817025,Members of the parent ($000s),2016,"$3,094"
750817025,Members of the parent ($000s),2015,"$3,031"
750817025,Members of the parent ($000s),2014,-
750817025,Weighted average number of ordinary shares for basic earnings per share (000s),2023,
750817025,Weighted average number of ordinary shares for basic earnings per share (000s),2022,
750817025,Weighted average number of ordinary shares for basic earnings per share (000s),2021,
750817025,Weighted average number of ordinary shares for basic earnings per share (000s),2020,
750817025,Weighted average number of ordinary shares for basic earnings per share (000s),2019,-
750817025,Weighted average number of ordinary shares for basic earnings per share (000s),2018,-
750817025,Weighted average number of ordinary shares for basic earnings per share (000s),2017,-
750817025,Weighted average number of ordinary shares for basic earnings per share (000s),2016,-
750817025,Weighted average number of ordinary shares for basic earnings per share (000s),2015,-
750817025,Weighted average number of ordinary shares for basic earnings per share (000s),2014,-
750817025,Weighted average number of ordinary shares for diluted earnings per share (000s),2023,
750817025,Weighted average number of ordinary shares for diluted earnings per share (000s),2022,
750817025,Weighted average number of ordinary shares for diluted earnings per share (000s),2021,
750817025,Weighted average number of ordinary shares for diluted earnings per share (000s),2020,
750817025,Weighted average number of ordinary shares for diluted earnings per share (000s),2019,-
750817025,Weighted average number of ordinary shares for diluted earnings per share (000s),2018,-
750817025,Weighted average number of ordinary shares for diluted earnings per share (000s),2017,-
750817025,Weighted average number of ordinary shares for diluted earnings per share (000s),2016,-
750817025,Weighted average number of ordinary shares for diluted earnings per share (000s),2015,-
750817025,Weighted average number of ordinary shares for diluted earnings per share (000s),2014,-
750817025,Basic earnings per share from continuing operations (cents),2023,
750817025,Basic earnings per share from continuing operations (cents),2022,
750817025,Basic earnings per share from continuing operations (cents),2021,
750817025,Basic earnings per share from continuing operations (cents),2020,
750817025,Basic earnings per share from continuing operations (cents),2019,-
750817025,Basic earnings per share from continuing operations (cents),2018,-
750817025,Basic earnings per share from continuing operations (cents),2017,-
750817025,Basic earnings per share from continuing operations (cents),2016,-
750817025,Basic earnings per share from continuing operations (cents),2015,-
750817025,Basic earnings per share from continuing operations (cents),2014,-
750817025,Diluted earnings per share from continuing operations (cents),2023,
750817025,Diluted earnings per share from continuing operations (cents),2022,
750817025,Diluted earnings per share from continuing operations (cents),2021,
750817025,Diluted earnings per share from continuing operations (cents),2020,
750817025,Diluted earnings per share from continuing operations (cents),2019,-
750817025,Diluted earnings per share from continuing operations (cents),2018,-
750817025,Diluted earnings per share from continuing operations (cents),2017,-
750817025,Diluted earnings per share from continuing operations (cents),2016,-
750817025,Diluted earnings per share from continuing operations (cents),2015,-
750817025,Diluted earnings per share from continuing operations (cents),2014,-
750817025,Basic earnings per share (cents),2023,
750817025,Basic earnings per share (cents),2022,
750817025,Basic earnings per share (cents),2021,
750817025,Basic earnings per share (cents),2020,
750817025,Basic earnings per share (cents),2019,-
750817025,Basic earnings per share (cents),2018,-
750817025,Basic earnings per share (cents),2017,-
750817025,Basic earnings per share (cents),2016,-
750817025,Basic earnings per share (cents),2015,-
750817025,Basic earnings per share (cents),2014,-
750817025,Diluted earnings per share (cents),2023,
750817025,Diluted earnings per share (cents),2022,
750817025,Diluted earnings per share (cents),2021,
750817025,Diluted earnings per share (cents),2020,
750817025,Diluted earnings per share (cents),2019,-
750817025,Diluted earnings per share (cents),2018,-
750817025,Diluted earnings per share (cents),2017,-
750817025,Diluted earnings per share (cents),2016,-
750817025,Diluted earnings per share (cents),2015,-
750817025,Diluted earnings per share (cents),2014,-
750817025,EBITDA ($000s),2023,"$4,967"
750817025,EBITDA ($000s),2022,"$3,741"
750817025,EBITDA ($000s),2021,"$4,976"
750817025,EBITDA ($000s),2020,"$7,979"
750817025,EBITDA ($000s),2019,"$10,604"
750817025,EBITDA ($000s),2018,"$12,290"
750817025,EBITDA ($000s),2017,"$9,377"
750817025,EBITDA ($000s),2016,"$9,479"
750817025,EBITDA ($000s),2015,"$8,508"
750817025,EBITDA ($000s),2014,"$8,007"
750817025,EBIT ($000s),2023,"$2,501"
750817025,EBIT ($000s),2022,"$1,697"
750817025,EBIT ($000s),2021,$301
750817025,EBIT ($000s),2020,$780
750817025,EBIT ($000s),2019,"$3,170"
750817025,EBIT ($000s),2018,"$5,319"
750817025,EBIT ($000s),2017,"$4,456"
750817025,EBIT ($000s),2016,"$4,526"
750817025,EBIT ($000s),2015,"$4,373"
750817025,EBIT ($000s),2014,"$4,321"
750817025,Expenses included in income statement,2023,
750817025,Expenses included in income statement,2022,
750817025,Expenses included in income statement,2021,
750817025,Expenses included in income statement,2020,
750817025,Expenses included in income statement,2019,-
750817025,Expenses included in income statement,2018,-
750817025,Expenses included in income statement,2017,-
750817025,Expenses included in income statement,2016,-
750817025,Expenses included in income statement,2015,-
750817025,Expenses included in income statement,2014,-
750817025,Depreciation of property plant and equipment ($000s),2023,($543)
750817025,Depreciation of property plant and equipment ($000s),2022,($536)
750817025,Depreciation of property plant and equipment ($000s),2021,($670)
750817025,Depreciation of property plant and equipment ($000s),2020,"($1,016)"
750817025,Depreciation of property plant and equipment ($000s),2019,"($1,177)"
750817025,Depreciation of property plant and equipment ($000s),2018,($598)
750817025,Depreciation of property plant and equipment ($000s),2017,($256)
750817025,Depreciation of property plant and equipment ($000s),2016,($161)
750817025,Depreciation of property plant and equipment ($000s),2015,($127)
750817025,Depreciation of property plant and equipment ($000s),2014,($243)
750817025,Impairment of property plant and equipment ($000s),2023,$0
750817025,Impairment of property plant and equipment ($000s),2022,$0
750817025,Impairment of property plant and equipment ($000s),2021,$0
750817025,Impairment of property plant and equipment ($000s),2020,$0
750817025,Impairment of property plant and equipment ($000s),2019,$0
750817025,Impairment of property plant and equipment ($000s),2018,$0
750817025,Impairment of property plant and equipment ($000s),2017,$0
750817025,Impairment of property plant and equipment ($000s),2016,$0
750817025,Impairment of property plant and equipment ($000s),2015,$0
750817025,Impairment of property plant and equipment ($000s),2014,$0
750817025,Amortisation of intangible assets ($000s),2023,"($1,923)"
750817025,Amortisation of intangible assets ($000s),2022,$0
750817025,Amortisation of intangible assets ($000s),2021,"($4,005)"
750817025,Amortisation of intangible assets ($000s),2020,"($6,183)"
750817025,Amortisation of intangible assets ($000s),2019,"($6,257)"
750817025,Amortisation of intangible assets ($000s),2018,"($6,373)"
750817025,Amortisation of intangible assets ($000s),2017,"($4,665)"
750817025,Amortisation of intangible assets ($000s),2016,"($4,792)"
