duns,field_name,field_value
744476710,Operations,"Platform subscriptions: The IKE Platform solution where customers use the functionality of IKE Office and if applicable the IKE Device, pole loading software licences and ongoing subscriptions for maintenance and support.Platform transactions: It provides an end-to-end technical solution for customers; IKE captures and analyses pole loading and make-ready engineering assessments, or customers capture pole data and transact on the platform, transactional revenue by analysing pole data through an artificial intelligence and machine learning platform.Hardware and other services:IKE Device and Spike device sales, and related accessories, Also includes other services including training and deployment."
