duns,field_name,field_value
754578912,Operations,"Regulated eMoney & Payment Services:This segment includes payments, eMoney and transactional banking services.RegTech Solutions:This segment includes core banking, core networking platforms, identity and other banking software services.Regulated Securities Exchange:Regulated Securities Exchange includes holdings in the public quoted National Stock Exchange of Australia Ltd, and in ClearPay, its digital ledger technology delivery versus payment company.Intellectual Property:A number of granted and pending patents applicable to anti-money laundering, payment verification and payments, across multiple jurisdictions. Future revenue is expected to be generated from this segment.Demerger:ISX announced on 19th October 2021 that the demerger of ISX Financial EU Plc (?ISXFEU"") is complete."
