duns,field_name,field_value
753199587,Operations,"Elster Metering Pty Ltd is a Melbourne-based developer and manufacturer of utility metering products, systems and services. In addition to its head office in the Melbourne suburb of Broadmeadows, the company has offices in Brisbane, Sydney, Launceston and Perth. Elster offers products and solutions in four areas, as detailed below.Water MeteringElster offers residential meters, bulk meters, Advanced Metering Infrastructure (AMI) and Automatic Meter Reading (AMR) solutions, as well as ancillary products. There are over 20 products in the residential meters portfolio and 13 bulk meter products. The AMI and AMR products are designed to help customers reduce the operating costs of their meters.Electricity MeteringIts electricity meters include single phase meters, polyphase meters, AMI/AMR metering systems, and a range of accessories and software tools. The company specialises in providing electronic ALPHA meters as well as versatile meters for remote communications.Energy MeteringProducts in energy metering include energy metering and monitoring calculators, compact meters, and temperature and flow sensors. Temperature and flow sensors consist of a Pt 100 or Pt 500 measuring element and follow the European standard EN1434. The M-Com for Windows software is also available from this division, it is used to communicate with various heat meters.Ripple Control/Load ManagementElster is able to install ripple control systems/load management systems, which provide a control centre for all connected metering substations. The various associated components include control systems, transmitters and couplings, and receivers and accessories. This division also provides servicing for appliances."
