duns,field_name,field_value
759321227,Operations,"Beam Communications:Beam Communications Pty Ltd designs, manufactures and distributes a range of specialised satellite communications equipment for satellite networks. Beam develops products for Mobile Satellite Service providers, Iridium and Inmarsat. Beam solutions are deployed in a range of vertical markets including Maritime, Transport, Government, Defence, Mining, Construction, Forestry, Emergency Services, Relief Aid, Telemetry and Rural Telephony. Products range from small compact tracking and telemetry / M2M solutions through to voice and data capable communication terminals and specialised product developments such as for remote community telephony systems and First Responder deployment kits.SatPhone Shop:SatPhone Shop is an online shop for satellite products and offers the full suite of Satellite products and services including standalone handsets or tailored packages for the Iridium 9555 satellite phones and Iridium Extreme 9575 satellite phone, Grab n Go kits, In-vehicle docking solutions, handset accessories, antennas and cables.SatPhone Rental:SatPhone Rental Pty Ltd, will be launched in mid-2013 to provide a consumer and enterprise online portal enabling access to Rental of satellite equipment using the Telstra Mobile Satellite service within Australia.Beam Communications USABeam Communications USA Inc offers technical support throughout the Americas to resellers, customers and network operators on all Beam products and services."
