duns,field_name,field_value
754674190,Operations,"Network Encryption Devices (CypherNET CN Series): CypherNET network encryptors provide high-speed network encryption which is certified by the independent certification authorities (Common Criteria, FIPS and NATO) as suitable for government and defence use.CypherNET CV Series Virtual Network Encryption: These virtual network encryption solutions are designed for both virtual customer premises equipment (CPE) and wide area networks; providing the same agility as the networks it protects. SureDrop Secure File Sharing:It is designed for organisations that have embraced remote working. It features encryption and data sovereignty control, without impacting usability.CM7 Network Encryption Manager: M7 Network Encryption Manager (CypherManager) is an encryption management platform. Designed as an element manager, it enables the management of the full range of CN network encryptors, across all network protocols and topologies."
