duns,field_name,field_value
754681609,Operations,"Guanaco - Amancaya Mine Complex: The operation is in northern Chile in the Antofagasta Region, 220 km southeast of Antofagasta City. It consists of nine non-contiguous, irregularly shaped blocks of mining concessions (sectors) that extend for 50km in an east-west direction and 100km in a north-south direction. The Guanaco-Amancaya Operation is situated in an arid area of low biodiversity, away from permanent water courses and human communities or settlements.Casposo - Manantiales Mine Complex: The Casposo mine is located in the department of Calingasta, San Juan Province, Argentina, 150km from the city of San Juan, and covers an area of 100.21sqkm. Casposo is a low sulphidation epithermal deposit of gold and silver located on the eastern border of the Cordillera Frontal geological province. The Manantiales project is located immediately to the west and adjacent to Casposo."
