duns,field_name,field_value
755768249,Operations,"Symantec (Australia) Pty Ltd is the main Australian operating subsidiary of the Symantec Corporation, an international provider of security software and intelligence products headquartered in Mountain View, California. The group has a presence in over 50 countries and administers an international network of security centres and response labs. The Symantec Corporation is best known for its Norton range of antivirus software, a product line offering protection from online threats, spam and viruses. It also provides expansive technical training and desktop support services. Its products are used by individuals and businesses across a range of industries, as well as state and federal government departments. Symantec (Australia) is headquartered in Sydney, New South Wales, and distributes to department stores and software retailers around the country.ProductsSymantecâ€™s product range is divided into four lines: Threat Protection (block, detect, and respond to threats from embedded systems, mobile devices, desktops, servers, gateways, and the cloud), Information Protection (track, encrypt and protect data, and customise access), Small Business (security systems for small businesses including endpoint protection and SSL/TLS certificates) and Website Security (including SSL/TLS and code signing certificates).Services Symantec provides installation, configuration, utilisation and maintenance and management of security software systems. Its range of services includes customer success, education, consulting, cyber security and business critical services.SolutionsSymantec offers specialised solutions for specific industries including automotive, cyber insurance, global service providers, education, financial services, healthcare and retail, as well as government. Solutions are tailored to each industry to account for different security needs based on differences in technologies, attack vectors and regulations."
