duns,field_name,field_value
757700497,Operations,"Mimisa Gold ProjectThe Misima Gold Project is an exploration and development asset with  scale underpinned by a 3.8Moz gold Resource and a 1.73Moz gold Reserve. The Misima Gold Project consists of two deposits (Umuna and Ewatinona) and several exploration targets. The island is part of the Louisiade Archipelago, which is a continuation of the Papuan Fold Belt. The metamorphic rocks on Misima are Cretaceous to Paleogene, with two associations separated by a thrust fault. The deposit style is low sulphidation carbonate base-metal epithermal, silver, zinc, lead, gold, copper, and manganese geochemistry.Mineral Hill MineThe Mineral Hill Mine is an established gold-copper mine in the Cobar Basin in New South Wales. Mineral Hill boasts a gold, copper, zinc, lead and silver resource, alongside existing gold production and outstanding exploration upside. During the quarter the company has commenced underground resource drilling."
