duns,field_name,field_value
756500054,Operations,"Investment Objective:The Company's investment objectives are to deliver a stream of fully franked dividends, provide capital growth and preserve capital.Portfolio Summary:As of 31st December 2024, its sector allocation consists of Financials (16.6%), Consumer Discretionary (15.5%), Industrials (14.5%), Information Technology (11.6%), Communication Services (10.2%); Healthcare (9.5%); Consumer staples (4.7%); Real Estate (3.2%); Materials (2.5%); Energy (0.6%); Utilities (0.3%); Cash (10.8%)."
