duns,field,value
749500307,Physical Address,"LEVEL 21 570 GEORGE STREET, SYDNEY, 2000, NSW, Australia"
749500307,ACN,167598594
749500307,Company Type,Private
749500307,Primary SIC,"0191 - General Farms, Primarily Crop Summary > HWF HOLDCO 1 PTY LTD (formerly HORNSDALE WIND FARM PTY LTD) is an Australian proprietary company. Its operations cover general farms, primarily crop. The company is not involved in the import or export of goods. HWF HOLDCO 1 PTY LTD is headquartered in Sydney, New South Wales. It is headed by chief executive officer Duncan John Jewell. For the 2023 financial year, the company reported revenue of $30.92 million. Its net loss totalled $1.36 million. HWF HOLDCO 1 PTY LTD forms part of the agriculture, forestry, and fishing industry sector. Key Personnel > Name	Title Nigel Lester Baker	Director Key Information > Revenue ($000s) $30,917 Sourced directly from company Number of Employees N/A Fiscal Year End December Key Financials > 2023 AUD	2022 AUD	2021 AUD	2020 AUD	2019 AUD	2018 AUD	2017 AUD	2016 AUD	2015 2014"
