duns,field,value
744585532,Physical Address,"SUITE 703 LEVEL 7 60 CITY ROAD, SOUTHBANK, 3006, VIC, Australia"
744585532,ACN,618342644
744585532,Company Type,Private
744585532,Primary SIC,"0179 - Fruits and Tree Nuts, Not Elsewhere Classified Summary > BUSSELTON FARMS PTY LTD is an Australian proprietary company. Its operations cover fruits and tree nuts, not elsewhere classified. The company is not involved in the import or export of goods. BUSSELTON FARMS PTY LTD is headquartered in Southbank, Victoria. It is headed by director Thierry Bedard. For the 2025 financial year, the company reported revenue of $21.58 million. Its net profit totalled $3.26 million. BUSSELTON FARMS PTY LTD forms part of the agriculture, forestry, and fishing industry sector. Key Personnel > Name	Title Thierry Bedard	Director Key Information > Revenue ($000s) $21,583 Sourced directly from company Number of Employees 30(G) Fiscal Year End June Key Financials > 2025 AUD	2024 AUD	2023 AUD	2022 AUD	2021 AUD	2020 AUD	2019 AUD	2018 2017 2016"
