duns,person_name,title,responsibilities
746273809,Yoke Fong  Keo,Director,Director
746273809,Jamie Robert  Kilsby,Director,Director
746273809,Leif Mattias  Skrinning,Director,Director
746273809,Halvard   Sagdahl,Director,Director
746273809,Egil   Ostlid,Managing Director & General Manager,"Human Resources Decision Maker,IT Decision Maker,Managing Director,Marketing Decision Maker,Operations Decision Maker,Purchasing,Sales Decision Maker"
