duns,person_name,title,responsibilities
745087094,Symon Alexander  Simmons,Director and Company Secretary,"Company Secretary,Director"
745087094,Katherine   Ostin,Director,Director
745087094,Anthony Philip  Fehon,Director,Director
745087094,Paul Bruce  Siviour,Company Secretary,Company Secretary
