duns,person_name,title,responsibilities
748426897,Christian Herbert  Kuntzsch,Director,Director
748426897,Daniel   Sennheiser,Director,Director
748426897,Markus   Dreimann,Chief Operating Officer,Operations Decision Maker
748426897,Marek   Jaworski,Sales Manager,Sales Decision Maker
748426897,Robert   Sloss,Managing Director,"Financial Decision Maker,Human Resources Decision Maker,Managing Director,Purchasing"
