duns,person_name,title,responsibilities
748093676,Peter James  Davison,Director,Director
748093676,Thawat   Hirancharukorn,Director,Director
748093676,Pojanee   Ngoensa-Ard,Director,Director
748093676,Ploy   Sukrisomboon,DIRECTOR,"Financial Decision Maker,Human Resources Decision Maker,IT Decision Maker,Marketing Decision Maker,Not Elsewhere Classified (Other),Operations Decision Maker,Purchasing,Sales Decision Maker"
