duns,person_name,title,responsibilities
744937530,Ivan   Vella,Director,Director
744937530,Yu Way  Sze Too,Director,Director
744937530,Brett   Salt,Director,Director
744937530,Christopher David  Tylich,Company Secretary,Company Secretary
744937530,Frank   Ha,Director & Chief Executive Officer,Director
