duns,person_name,title,responsibilities
758580054,Gregory John  Marsh,Director,Director
758580054,Janice Margaret  Marsh,Director and Company Secretary,"Company Secretary,Director"
758580054,Peter   Bell,Sales Manager,Sales Decision Maker
758580054,Karen   Rodgers,Administration Manager,"Marketing Decision Maker,Operations Decision Maker"
758580054,Ken   Selwood,Purchasing Manager,Purchasing
758580054,Graham   Bannister,Human Resources Supervisor,Human Resources Decision Maker
