duns,person_name,title,responsibilities
753982326,Simon   Bradwell,Director and Company Secretary,"Company Secretary,Director"
753982326,Thomas   Nurnberger,Director,Director
753982326,Andrej   Honstein,Director,Director
753982326,Sri   Paths,Chief Financial Officer,Financial Decision Maker
753982326,Christopher   Hauck,Sales Manager,Sales Decision Maker
753982326,Kirstin   Hughes,Operations Manager,Operations Decision Maker
