duns,person_name,title,responsibilities
759689201,David Leigh  Russell,Director,Director
759689201,Gavan Clifford  Laws,DIRECTOR,"Company Secretary,Director"
759689201,Robert   Blair,Director & Company Secretary,"Company Secretary,Director"
759689201,Girish   Chandran,Corporate Chief Technology Officer & Senior Vice President Engineering,IT Decision Maker
759689201,Gary   Chase,Chief Financial Officer,Financial Decision Maker
759689201,Mark   Dankberg,"Chairman of the Board, Chief Executive Officer & Co-Founder","Chief Executive Officer,Human Resources Decision Maker,Marketing Decision Maker,Operations Decision Maker,Purchasing,Sales Decision Maker"
