duns,person_name,title,responsibilities
753057785,Michael Joseph  Mansour,Director,Director
753057785,Anthony John  Witts,Director,Director
753057785,Frank Vincenzo  Cirillo,Chief Financial Officer,"Company Secretary,Director"
753057785,Anna   Mansour,General Manager Retail and D2C,"Marketing Decision Maker,Sales Decision Maker"
